id,web_name,full_name,team_short,team_name,position,price,price_change_this_gw,price_change_season,status,chance_playing_this_round,chance_playing_next_round,news,news_added,total_points,event_points,points_per_game,form,ep_next,ep_this,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,defensive_contribution_per_90,influence,creativity,threat,ict_index,selected_by_percent,transfers_in_event,transfers_out_event,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,dreamteam_count
298,Destan,Enis Destan,HUL,Hull City,FWD,4.5,0.0,0.0,u,0,0,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,502,0.0,,,,0
299,Burstow,Mason Burstow,HUL,Hull City,FWD,4.5,0.0,0.0,u,0,0,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0,88,0.0,,,,0
340,Gelhardt,Joe Gelhardt,HUL,Hull City,MID,5.0,0.0,0.0,i,0,0,Ankle injury - Expected back 5 Sep,2026-08-17T21:30:07.799839Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,,,,0
556,Targett,Matt Targett,HUL,Hull City,DEF,4.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.07,0,1,0,0,0.0,0.4,0.0,0.0,0.0,2.3,378,761,0.2,,,,0
563,Morita,Hidemasa Morita,HUL,Hull City,MID,5.0,0.0,0.0,a,100,100,,2026-08-15T16:00:07.961518Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,16,0.0,,,,0
572,Tzolakis,Konstantinos Tzolakis,HUL,Hull City,GKP,4.5,0.0,0.0,a,,,,,10,0,10.0,5.0,5.0,5.0,90,1,0,0,1,0,0,0,0,0,0,5,3,41,0.00,0.00,0.00,1.83,0,22,0,0,0.0,34.6,0.0,0.0,3.5,3.2,6431,1089,2.2,,,,1
574,Hjertø-Dahl,Jens Hjertø-Dahl,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,30,55,0.0,,,,0
576,Stroud,Elliot Stroud,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,3,0,3.0,1.5,1.5,1.5,70,1,0,0,1,0,0,0,0,0,0,0,0,11,0.00,0.03,0.03,1.16,1,2,3,6,7.71,8.4,4.8,0.0,1.3,0.1,60,45,0.6,,,,0
585,Herrington,Lucas Herrington,HUL,Hull City,DEF,4.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.96,4,0,0,4,13.85,8.0,0.0,0.0,0.8,0.6,164,167,0.2,,,,0
586,Mendy,Nobel Mendy,HUL,Hull City,DEF,4.0,0.0,0.0,a,100,100,,2026-08-22T17:30:08.045208Z,15,0,15.0,7.5,7.5,7.5,63,1,1,0,1,0,0,0,0,0,0,0,1,35,0.28,0.00,0.28,0.86,13,2,0,13,18.57,51.8,0.6,33.0,8.5,4.5,21472,1352,3.8,,,,1
589,Gourna-Douath,Lucas Gourna-Douath,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,18,0.0,,,,0
617,Cho,Mohamed-Ali Cho,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42,8,0.0,,,,0
259,Diop,Issa Diop,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,7,0.00,0.01,0.01,0.66,4,6,1,5,5.0,7.2,0.8,2.0,1.0,16.9,2504,4532,0.5,,,,0
267,Lukić,Saša Lukić,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,5,0,5.0,2.5,2.5,2.5,90,1,0,1,0,1,0,0,0,0,0,0,0,22,0.00,0.02,0.02,0.66,2,3,1,6,6.0,23.4,14.8,2.0,4.0,0.1,66,72,1.0,4,,,0
300,Walton,Christian Walton,IPS,Ipswich Town,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,15,177,0.0,,,,0
301,Palmer,Alex Palmer,IPS,Ipswich Town,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,1558,1045,0.0,,,,0
302,Button,David Button,IPS,Ipswich Town,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,568,122,0.0,,,,0
303,Kipré,Cédric Kipré,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,31,176,0.0,,,,0
304,O'Shea,Dara O'Shea,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,4,0,4.0,2.0,2.0,2.0,90,1,0,0,0,1,0,0,0,0,0,0,0,16,0.00,0.16,0.16,0.66,16,6,2,18,18.0,48.0,24.5,2.0,7.5,3.4,2273,1304,1.0,,,,0
305,Davis,Leif Davis,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,10,0.00,0.01,0.01,0.66,7,4,0,7,7.0,15.2,2.3,0.0,1.8,4.8,791,1954,0.5,2,2,,0
306,Greaves,Jacob Greaves,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,12,0.00,0.00,0.00,0.66,4,1,3,7,7.0,16.4,1.3,0.0,1.8,1.4,133,283,0.5,,,,0
307,Johnson,Ben Johnson,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,50,62,0.0,,,,0
308,Furlong,Darnell Furlong,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,19,219,0.0,,,,0
309,Núñez,Marcelino Núñez,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,4,0,4.0,2.0,2.0,2.0,79,1,0,0,0,1,0,0,0,0,0,0,0,26,0.03,0.03,0.06,0.63,4,6,2,12,13.67,13.0,7.3,4.0,2.4,0.1,109,71,0.8,1,1,,0
310,Matusiwa,Azor Matusiwa,IPS,Ipswich Town,MID,5.0,0.0,0.0,i,0,0,Muscular injury - Unknown return date,2026-07-29T18:00:10.305484Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,,,,0
311,Burns,Wes Burns,IPS,Ipswich Town,MID,5.0,0.0,0.0,u,0,0,Has joined Leicester City permanently,2026-08-10T14:02:47.597478Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,,,,0
312,Taylor,Jack Taylor,IPS,Ipswich Town,MID,4.5,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.319370Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13,65,0.0,,,,0
313,Clarke,Jack Clarke,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,7,0,7.0,3.5,3.5,3.5,19,0,1,0,0,0,0,0,0,0,0,0,1,27,0.10,0.00,0.10,0.03,0,1,1,2,9.47,33.6,0.6,18.0,5.2,0.3,171,177,1.3,3,3,1,0
314,Ogbene,Chiedozie Ogbene,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,13,0.0,,,,0
315,Fatawu,Abdul Fatawu,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,65,1,0,0,0,1,0,0,0,0,0,0,0,22,0.00,0.41,0.41,0.63,1,2,4,7,9.69,18.6,28.4,8.0,5.5,0.2,36,175,0.4,,,,0
316,Emersonn,Emersonn Correia da Silva,IPS,Ipswich Town,FWD,5.5,0.0,0.0,a,,,,,9,0,9.0,4.5,4.5,4.5,65,1,1,0,0,1,0,0,0,0,0,0,3,41,0.82,0.06,0.88,0.63,1,1,1,3,4.15,45.6,26.3,40.0,11.2,1.9,4041,1890,1.6,,,2,0
317,Hirst,George Hirst,IPS,Ipswich Town,FWD,5.0,0.0,0.0,u,0,0,Has joined Stoke City permanently,2026-08-21T13:06:08.606019Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,374,0.0,,,,0
318,Philogene,Jaden Philogene,IPS,Ipswich Town,MID,5.5,0.0,0.0,i,0,0,Ankle injury - Unknown return date,2026-08-25T11:30:07.532993Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0,320,0.0,5,,3,0
319,Szmodics,Sam Szmodics,IPS,Ipswich Town,MID,5.0,0.0,0.0,u,0,0,Has joined Derby County on loan for the rest of the season,2026-08-17T13:51:41.713979Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,24,0.0,,,,0
320,Akpom,Chuba Akpom,IPS,Ipswich Town,FWD,5.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.03,0,2,1,3,11.25,1.4,0.0,2.0,0.3,0.5,501,404,0.2,,,,0
321,Walle Egeli,Sindre Walle Egeli,IPS,Ipswich Town,FWD,4.5,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.03,0,0,0,0,0.0,0.0,0.1,0.0,0.0,2.5,6284,1693,0.2,,,,0
322,Al-Hamadi,Ali Al-Hamadi,IPS,Ipswich Town,FWD,5.0,0.0,0.0,u,0,0,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-27T14:54:10.215357Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0,479,0.0,,,,0
323,McAteer,Kasey McAteer,IPS,Ipswich Town,MID,4.5,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.03,0,2,1,3,11.25,1.2,1.3,0.0,0.3,1.3,514,756,0.2,,,,0
324,Mehmeti,Anis Mehmeti,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,41,0.0,,,,0
554,Van Oevelen,Kayne van Oevelen,IPS,Ipswich Town,GKP,4.5,0.0,0.0,u,0,0,Has joined Valencia on loan for the rest of the season,2026-08-25T14:04:09.529320Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,80,0.0,,,,0
562,Maeda,Daizen Maeda,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,79,1,0,0,0,1,0,0,0,0,0,0,0,7,0.61,0.00,0.61,0.63,3,2,4,9,10.25,12.6,1.4,7.0,2.1,0.4,31,262,0.4,,,,0
564,Scherpen,Kjell Scherpen,IPS,Ipswich Town,GKP,4.5,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,2,0,12,0.00,0.00,0.00,0.66,1,10,0,0,0.0,14.4,0.0,0.0,1.4,0.6,72,380,0.4,,,,0
571,Florentino,Florentino Ibrain Morris Luís,IPS,Ipswich Town,MID,5.0,0.0,0.0,d,75,75,Calf injury - 75% chance of playing,2026-08-25T11:30:07.678802Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,3,151,0.0,,,,0
591,Enciso,Julio Enciso,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,100,100,,2026-08-22T18:00:07.551930Z,5,0,5.0,2.5,2.5,2.5,70,1,0,1,0,1,0,0,0,0,0,0,0,24,0.23,0.31,0.54,0.63,2,5,1,8,10.29,21.6,14.0,18.0,5.4,0.5,910,310,0.9,,,,0
592,Ouattara,Abdoul Ouattara,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.03,2,0,0,2,18.0,5.2,10.0,0.0,1.5,1.0,181,257,0.2,,,,0
602,Humphreys,Cameron Humphreys,IPS,Ipswich Town,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,136,49,0.0,,,,0
619,Palacios,Exequiel Palacios,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,184,10,0.0,,,,0
260,Wilson,Harry Wilson,LEE,Leeds,MID,6.5,0.0,0.0,a,,,,,3,0,3.0,1.5,1.5,1.5,65,1,0,0,1,0,0,0,0,0,0,0,0,8,0.00,0.02,0.02,0.53,0,0,2,2,2.77,6.2,15.3,4.0,2.6,5.6,587,5911,0.5,2,,,0
326,Perri,Lucas Estella Perri,LEE,Leeds,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,22,213,0.0,,,,0
327,Bijol,Jaka Bijol,LEE,Leeds,DEF,5.0,0.0,0.0,a,,,,,10,0,10.0,5.0,5.0,5.0,90,1,0,0,1,0,0,0,0,0,0,0,2,28,0.11,0.00,0.11,0.66,11,5,1,12,12.0,23.6,0.4,15.0,3.9,1.0,1792,523,2.0,,,,0
329,Rodon,Joe Rodon,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,6,0,6.0,3.0,3.0,3.0,90,1,0,0,1,0,0,0,0,0,0,0,0,21,0.03,0.06,0.09,0.66,6,1,1,7,7.0,14.4,14.4,5.0,3.4,3.6,1797,1261,1.3,,,,0
330,Bogle,Jayden Bogle,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,6,0,6.0,3.0,3.0,3.0,90,1,0,0,1,0,0,0,0,0,0,0,0,24,0.00,0.00,0.00,0.66,2,3,1,3,3.0,7.0,1.1,0.0,0.8,0.5,234,161,1.3,,,,0
331,Gudmundsson,Gabriel Gudmundsson,LEE,Leeds,DEF,4.5,0.0,0.0,d,75,75,Hamstring injury - 75% chance of playing,2026-08-08T20:00:07.546568Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,29,0.0,,,,0
332,Justin,James Justin,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,10,0,10.0,5.0,5.0,5.0,90,1,0,0,1,0,0,0,0,0,0,0,2,28,0.00,0.01,0.01,0.66,6,4,6,12,12.0,24.6,2.3,2.0,2.9,1.3,3223,586,2.2,,,,0
333,Bornauw,Sebastiaan Bornauw,LEE,Leeds,DEF,4.5,0.0,0.0,u,0,0,Has joined Hamburg SV on loan for the rest of the season,2026-08-19T13:56:14.645970Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,,,,0
334,Muharemović,Tarik Muharemović,LEE,Leeds,DEF,5.0,0.0,0.0,a,,,,,6,0,6.0,3.0,3.0,3.0,90,1,0,0,1,0,0,0,0,0,0,0,0,25,0.09,0.00,0.09,0.66,7,1,0,7,7.0,15.6,0.6,17.0,3.3,3.4,1727,1805,1.2,,,,0
335,Stach,Anton Stach,LEE,Leeds,MID,6.0,0.0,0.0,a,,,,,13,0,13.0,6.5,6.5,6.5,90,1,1,0,1,0,0,0,0,0,0,0,3,37,0.10,0.05,0.15,0.66,8,5,3,16,16.0,47.8,2.3,16.0,6.6,2.7,6085,1934,2.2,1,1,,1
336,Okafor,Noah Okafor,LEE,Leeds,MID,6.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00,0.16,0.16,0.13,1,2,2,5,18.75,10.0,14.0,4.0,2.8,0.4,67,589,0.2,,,,0
337,Aaronson,Brenden Aaronson,LEE,Leeds,MID,5.5,0.0,0.0,a,,,,,3,0,3.0,1.5,1.5,1.5,81,1,0,0,1,0,0,0,0,0,0,0,0,16,0.01,0.01,0.02,0.58,0,6,1,7,7.78,8.0,1.1,7.0,1.6,0.9,188,622,0.5,,3,,0
338,Ampadu,Ethan Ampadu,LEE,Leeds,MID,5.5,0.0,0.0,a,,,,,5,0,5.0,2.5,2.5,2.5,90,1,0,0,1,0,0,0,0,0,0,0,0,18,0.00,0.04,0.04,0.66,6,5,2,13,13.0,18.6,23.3,0.0,4.2,1.3,276,773,0.9,,,,0
339,Longstaff,Sean Longstaff,LEE,Leeds,MID,5.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.07,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.1,50,102,0.2,3,2,,0
341,Gnonto,Wilfried Gnonto,LEE,Leeds,MID,5.0,0.0,0.0,d,75,75,Hamstring injury - 75% chance of playing,2026-08-17T20:30:08.092366Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,21,0.0,,,,0
342,Harrison,Jack Harrison,LEE,Leeds,MID,5.0,0.0,0.0,u,0,0,Has joined New England Revolution permanently,2026-07-28T12:59:09.492431Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,,,,0
343,James,Daniel James,LEE,Leeds,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,124,104,0.0,,,,0
344,Gruev,Ilia Gruev,LEE,Leeds,MID,5.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-08-14T23:00:06.272027Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,6,0.0,,,,0
345,Tanaka,Tanaka Ao,LEE,Leeds,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,98,263,0.0,4,,,0
346,Calvert-Lewin,Dominic Calvert-Lewin,LEE,Leeds,FWD,6.0,0.0,0.0,a,,,,,1,0,1.0,0.5,0.5,0.5,90,1,0,0,1,0,0,0,0,1,0,0,0,-2,0.13,0.00,0.13,0.66,0,2,0,2,2.0,0.0,0.8,11.0,0.7,28.2,6324,22300,0.2,,,1,0
347,Nmecha,Lukas Nmecha,LEE,Leeds,FWD,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,200,502,0.0,,,2,0
348,Piroe,Joël Piroe,LEE,Leeds,FWD,5.0,0.0,0.0,u,0,0,Has joined West Ham United on loan for the rest of the season,2026-08-19T13:56:14.666726Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0,285,0.0,,,3,0
349,Mateo Joseph,Mateo Joseph Fernández-Regatillo,LEE,Leeds,FWD,4.5,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.338170Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,78,65,0.0,,,,0
385,Trafford,James Trafford,LEE,Leeds,GKP,5.0,0.0,0.0,a,,,,,9,0,9.0,4.5,4.5,4.5,90,1,0,0,1,0,0,0,0,0,0,3,2,28,0.00,0.00,0.00,0.66,0,9,0,0,0.0,19.4,0.0,0.0,1.9,4.5,4870,1379,1.8,,,,0
598,Elvedi,Nico Elvedi,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23,15,0.0,,,,0
603,Lienou,Jayden Lienou,LEE,Leeds,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,98,51,0.0,,,,0
604,Cresswell,Alfie Cresswell,LEE,Leeds,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,322,92,0.0,,,,0
350,A.Becker,Alisson Becker,LIV,Liverpool,GKP,5.5,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,90,1,0,0,0,2,0,0,0,0,0,3,0,7,0.00,0.00,0.00,1.58,2,6,0,0,0.0,17.8,0.0,0.0,1.8,3.8,2741,1335,0.4,,,,0
351,Mamardashvili,Giorgi Mamardashvili,LIV,Liverpool,GKP,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,71,135,0.0,,,,0
352,Woodman,Freddie Woodman,LIV,Liverpool,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.1,476,329,0.0,,,,0
353,Pecsi,Armin Pecsi,LIV,Liverpool,GKP,4.0,0.0,0.0,u,0,0,Has joined TSV Hartberg on loan for the rest of the season,2026-08-18T14:11:18.638344Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,19,0.0,,,,0
354,Jaros,Vitezslav Jaros,LIV,Liverpool,GKP,4.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.351066Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31,14,0.0,,,,0
355,Davies,Harvey Davies,LIV,Liverpool,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,94,52,0.0,,,,0
356,Virgil,Virgil van Dijk,LIV,Liverpool,DEF,6.5,0.0,0.0,a,,,,,2,0,2.0,1.0,1.0,1.0,90,1,0,0,0,2,0,0,0,1,0,0,0,8,0.25,0.01,0.26,1.58,9,6,2,11,11.0,25.6,1.6,24.0,5.1,19.6,6104,7134,0.3,,,,0
