id,web_name,full_name,team_short,team_name,position,price,price_change_this_gw,price_change_season,status,chance_playing_this_round,chance_playing_next_round,news,news_added,total_points,event_points,points_per_game,form,ep_next,ep_this,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,defensive_contribution_per_90,influence,creativity,threat,ict_index,selected_by_percent,transfers_in_event,transfers_out_event,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,dreamteam_count
259,Diop,Issa Diop,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,7,0.00,0.01,0.01,0.66,4,6,1,5,5.0,0.0,0.0,0.0,0.0,18.3,6398,6568,0.5,,,,0
267,Lukić,Saša Lukić,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,5,5,5.0,5.0,1.5,1.5,90,1,0,1,0,1,0,0,0,0,0,0,0,22,0.00,0.02,0.02,0.66,2,3,1,6,6.0,0.0,0.0,0.0,0.0,0.1,156,96,1.0,4,,,0
300,Walton,Christian Walton,IPS,Ipswich Town,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,59,531,0.0,,,,0
301,Palmer,Alex Palmer,IPS,Ipswich Town,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,4.7,1290,1722,0.0,,,,0
302,Button,David Button,IPS,Ipswich Town,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,284,181,0.0,,,,0
303,Kipré,Cédric Kipré,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,93,538,0.0,,,,0
304,O'Shea,Dara O'Shea,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,4,4,4.0,4.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,16,0.00,0.16,0.16,0.66,16,6,2,18,18.0,0.0,0.0,0.0,0.0,3.5,1559,1159,1.0,,,,0
305,Davis,Leif Davis,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,10,0.00,0.01,0.01,0.66,7,4,0,7,7.0,0.0,0.0,0.0,0.0,5.2,1386,2102,0.5,2,2,,0
306,Greaves,Jacob Greaves,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.0,1.0,90,1,0,0,0,1,0,0,0,0,0,0,0,12,0.00,0.00,0.00,0.66,4,1,3,7,7.0,0.0,0.0,0.0,0.0,1.5,325,531,0.5,,,,0
307,Johnson,Ben Johnson,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,96,137,0.0,,,,0
308,Furlong,Darnell Furlong,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,68,564,0.0,,,,0
309,Núñez,Marcelino Núñez,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,4,4,4.0,4.0,1.5,1.5,79,1,0,0,0,1,0,0,0,0,0,0,0,26,0.03,0.03,0.06,0.63,4,6,2,12,13.67,0.0,0.0,0.0,0.0,0.1,143,128,0.8,1,1,,0
310,Matusiwa,Azor Matusiwa,IPS,Ipswich Town,MID,5.0,0.0,0.0,i,0,0,Muscular injury - Unknown return date,2026-07-29T18:00:10.305484Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,26,0.0,,,,0
311,Burns,Wes Burns,IPS,Ipswich Town,MID,5.0,0.0,0.0,u,0,0,Has joined Leicester City permanently,2026-08-10T14:02:47.597478Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,59,0.0,,,,0
312,Taylor,Jack Taylor,IPS,Ipswich Town,MID,4.5,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.319370Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,219,0.0,,,,0
313,Clarke,Jack Clarke,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,7,7,7.0,7.0,2.0,2.0,19,0,1,0,0,0,0,0,0,0,0,0,1,27,0.10,0.00,0.10,0.03,0,1,1,2,9.47,0.0,0.0,0.0,0.0,0.3,426,297,1.3,3,3,1,0
314,Ogbene,Chiedozie Ogbene,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,30,0.0,,,,0
315,Fatawu,Abdul Fatawu,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,65,1,0,0,0,1,0,0,0,0,0,0,0,22,0.00,0.41,0.41,0.63,1,2,4,7,9.69,0.0,0.0,0.0,0.0,0.2,137,373,0.4,,,,0
316,Emersonn,Emersonn Correia da Silva,IPS,Ipswich Town,FWD,5.5,0.0,0.0,a,,,,,9,9,9.0,9.0,1.8,1.8,65,1,1,0,0,1,0,0,0,0,0,0,3,41,0.82,0.06,0.88,0.63,1,1,1,3,4.15,0.0,0.0,0.0,0.0,0.5,7934,583,1.6,,,2,1
317,Hirst,George Hirst,IPS,Ipswich Town,FWD,5.0,0.0,0.0,u,0,0,Has joined Stoke City permanently,2026-08-21T13:06:08.606019Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,2629,0.0,,,,0
318,Philogene,Jaden Philogene,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,52,354,0.0,5,,3,0
319,Szmodics,Sam Szmodics,IPS,Ipswich Town,MID,5.0,0.0,0.0,u,0,0,Has joined Derby County on loan for the rest of the season,2026-08-17T13:51:41.713979Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,138,0.0,,,,0
320,Akpom,Chuba Akpom,IPS,Ipswich Town,FWD,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.4,1.4,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.03,0,2,1,3,11.25,0.0,0.0,0.0,0.0,0.6,976,701,0.2,,,,0
321,Walle Egeli,Sindre Walle Egeli,IPS,Ipswich Town,FWD,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2,2797,1811,0.2,,,,0
322,Al-Hamadi,Ali Al-Hamadi,IPS,Ipswich Town,FWD,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,238,330,0.0,,,,0
323,McAteer,Kasey McAteer,IPS,Ipswich Town,MID,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.03,0,2,1,3,11.25,0.0,0.0,0.0,0.0,1.5,1317,1370,0.2,,,,0
324,Mehmeti,Anis Mehmeti,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,14,89,0.0,,,,0
554,Van Oevelen,Kayne van Oevelen,IPS,Ipswich Town,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,64,0.0,,,,0
562,Maeda,Daizen Maeda,IPS,Ipswich Town,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,79,1,0,0,0,1,0,0,0,0,0,0,0,7,0.61,0.00,0.61,0.63,3,2,4,9,10.25,0.0,0.0,0.0,0.0,0.4,218,476,0.4,,,,0
564,Scherpen,Kjell Scherpen,IPS,Ipswich Town,GKP,4.5,0.0,0.0,a,,,,,2,2,2.0,2.0,1.9,1.9,90,1,0,0,0,1,0,0,0,0,0,2,0,12,0.00,0.00,0.00,0.66,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0.7,268,359,0.4,,,,0
571,Florentino,Florentino Ibrain Morris Luís,IPS,Ipswich Town,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,78,188,0.0,,,,0
591,Enciso,Julio Enciso,IPS,Ipswich Town,MID,5.5,0.0,0.0,d,,75,Muscular injury - 75% chance of playing,2026-08-22T18:00:07.551930Z,5,5,5.0,5.0,1.5,2.0,70,1,0,1,0,1,0,0,0,0,0,0,0,24,0.23,0.31,0.54,0.63,2,5,1,8,10.29,0.0,0.0,0.0,0.0,0.3,3388,455,0.9,,,,0
592,Ouattara,Abdoul Ouattara,IPS,Ipswich Town,DEF,4.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00,0.00,0.00,0.03,2,0,0,2,18.0,0.0,0.0,0.0,0.0,1.1,1171,731,0.2,,,,0
602,Humphreys,Cameron Humphreys,IPS,Ipswich Town,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,66,9,0.0,,,,0
260,Wilson,Harry Wilson,LEE,Leeds,MID,6.5,0.0,0.0,a,,,,,3,3,3.0,3.0,2.3,2.3,65,1,0,0,1,0,0,0,0,0,0,0,0,8,0.00,0.02,0.02,0.53,0,0,2,2,2.77,0.0,0.0,0.0,0.0,6.3,2990,6214,0.5,2,,,0
326,Perri,Lucas Estella Perri,LEE,Leeds,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,75,638,0.0,,,,0
327,Bijol,Jaka Bijol,LEE,Leeds,DEF,5.0,0.0,0.0,a,,,,,10,10,10.0,10.0,2.2,2.2,90,1,0,0,1,0,0,0,0,0,0,0,2,28,0.11,0.00,0.11,0.66,11,5,1,12,12.0,0.0,0.0,0.0,0.0,0.4,4712,453,2.0,,,,0
329,Rodon,Joe Rodon,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,0,21,0.03,0.06,0.09,0.66,6,1,1,7,7.0,0.0,0.0,0.0,0.0,3.6,2159,903,1.3,,,,0
330,Bogle,Jayden Bogle,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,0,24,0.00,0.00,0.00,0.66,2,3,1,3,3.0,0.0,0.0,0.0,0.0,0.5,1142,240,1.3,,,,0
331,Gudmundsson,Gabriel Gudmundsson,LEE,Leeds,DEF,4.5,0.0,0.0,i,0,0,Hamstring injury - Unknown return date,2026-08-08T20:00:07.546568Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,18,217,0.0,,,,0
332,Justin,James Justin,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,10,10,10.0,10.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,2,28,0.00,0.01,0.01,0.66,6,4,6,12,12.0,0.0,0.0,0.0,0.0,0.7,4774,441,2.2,,,,0
333,Bornauw,Sebastiaan Bornauw,LEE,Leeds,DEF,4.5,0.0,0.0,u,0,0,Has joined Hamburg SV on loan for the rest of the season,2026-08-19T13:56:14.645970Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,54,0.0,,,,0
334,Muharemović,Tarik Muharemović,LEE,Leeds,DEF,5.0,0.0,0.0,a,,,,,6,6,6.0,6.0,2.2,2.2,90,1,0,0,1,0,0,0,0,0,0,0,0,25,0.09,0.00,0.09,0.66,7,1,0,7,7.0,0.0,0.0,0.0,0.0,3.4,3049,853,1.2,,,,0
335,Stach,Anton Stach,LEE,Leeds,MID,6.0,0.0,0.0,a,,,,,13,13,13.0,13.0,2.1,2.1,90,1,1,0,1,0,0,0,0,0,0,0,3,37,0.10,0.05,0.15,0.66,8,5,3,16,16.0,0.0,0.0,0.0,0.0,1.0,8128,729,2.2,1,1,,1
336,Okafor,Noah Okafor,LEE,Leeds,MID,6.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.1,2.1,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00,0.16,0.16,0.13,1,2,2,5,18.75,0.0,0.0,0.0,0.0,0.5,335,1077,0.2,,,,0
337,Aaronson,Brenden Aaronson,LEE,Leeds,MID,5.5,0.0,0.0,a,,,,,3,3,3.0,3.0,2.0,2.0,81,1,0,0,1,0,0,0,0,0,0,0,0,16,0.01,0.01,0.02,0.58,0,6,1,7,7.78,0.0,0.0,0.0,0.0,1.0,462,901,0.5,,3,,0
338,Ampadu,Ethan Ampadu,LEE,Leeds,MID,5.5,0.0,0.0,a,,,,,5,5,5.0,5.0,2.0,2.0,90,1,0,0,1,0,0,0,0,0,0,0,0,18,0.00,0.04,0.04,0.66,6,5,2,13,13.0,0.0,0.0,0.0,0.0,1.4,433,1244,0.9,,,,0
339,Longstaff,Sean Longstaff,LEE,Leeds,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,138,198,0.2,3,2,,0
341,Gnonto,Wilfried Gnonto,LEE,Leeds,MID,5.0,0.0,0.0,i,0,0,Hamstring injury - Unknown return date,2026-08-17T20:30:08.092366Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,192,0.0,,,,0
342,Harrison,Jack Harrison,LEE,Leeds,MID,5.0,0.0,0.0,u,0,0,Has joined New England Revolution permanently,2026-07-28T12:59:09.492431Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,,,,0
343,James,Daniel James,LEE,Leeds,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,167,236,0.0,,,,0
344,Gruev,Ilia Gruev,LEE,Leeds,MID,5.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-08-14T23:00:06.272027Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,25,0.0,,,,0
345,Tanaka,Tanaka Ao,LEE,Leeds,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,269,566,0.0,4,,,0
346,Calvert-Lewin,Dominic Calvert-Lewin,LEE,Leeds,FWD,6.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,90,1,0,0,1,0,0,0,0,1,0,0,0,-2,0.13,0.00,0.13,0.66,0,2,0,2,2.0,0.0,0.0,0.0,0.0,30.9,13022,12731,0.2,,,1,0
347,Nmecha,Lukas Nmecha,LEE,Leeds,FWD,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,405,1142,0.0,,,2,0
348,Piroe,Joël Piroe,LEE,Leeds,FWD,5.0,0.0,0.0,u,0,0,Has joined West Ham United on loan for the rest of the season,2026-08-19T13:56:14.666726Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,1569,0.0,,,3,0
349,Mateo Joseph,Mateo Joseph Fernández-Regatillo,LEE,Leeds,FWD,4.5,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.338170Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,63,230,0.0,,,,0
385,Trafford,James Trafford,LEE,Leeds,GKP,5.0,0.0,0.0,a,,,,,9,9,9.0,9.0,2.6,2.6,90,1,0,0,1,0,0,0,0,0,0,3,2,28,0.00,0.00,0.00,0.66,0,9,0,0,0.0,0.0,0.0,0.0,0.0,3.1,5606,1095,1.8,,,,0
598,Elvedi,Nico Elvedi,LEE,Leeds,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,86,25,0.0,,,,0
603,Lienou,Jayden Lienou,LEE,Leeds,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,146,17,0.0,,,,0
604,Cresswell,Alfie Cresswell,LEE,Leeds,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,212,16,0.0,,,,0
350,A.Becker,Alisson Becker,LIV,Liverpool,GKP,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,3.6,2921,2115,0.0,,,,0
351,Mamardashvili,Giorgi Mamardashvili,LIV,Liverpool,GKP,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,170,236,0.0,,,,0
352,Woodman,Freddie Woodman,LIV,Liverpool,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.1,532,713,0.0,,,,0
353,Pecsi,Armin Pecsi,LIV,Liverpool,GKP,4.0,0.0,0.0,u,0,0,Has joined TSV Hartberg on loan for the rest of the season,2026-08-18T14:11:18.638344Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,130,0.0,,,,0
354,Jaros,Vitezslav Jaros,LIV,Liverpool,GKP,4.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-29T18:00:10.351066Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34,41,0.0,,,,0
355,Davies,Harvey Davies,LIV,Liverpool,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,140,90,0.0,,,,0
356,Virgil,Virgil van Dijk,LIV,Liverpool,DEF,6.5,0.0,0.0,a,,,,,0,0,0.0,0.0,3.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,19.4,12854,5206,0.0,,,,0
357,Frimpong,Jeremie Frimpong,LIV,Liverpool,DEF,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,3.5,5447,1919,0.0,,,,0
358,Kerkez,Milos Kerkez,LIV,Liverpool,DEF,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,3365,1921,0.0,,,,0
359,Gomez,Joe Gomez,LIV,Liverpool,DEF,5.0,0.0,0.0,i,0,0,Muscular injury - Unknown return date,2026-07-26T08:30:10.078473Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,108,0.0,,,,0
360,Bradley,Conor Bradley,LIV,Liverpool,DEF,5.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.565711Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,50,0.0,,,,0
361,Lucky,Wellity Lucky,LIV,Liverpool,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,181,168,0.0,,,,0
362,Jacquet,Jeremy Jacquet,LIV,Liverpool,DEF,5.0,0.0,0.0,a,100,100,,2026-07-23T12:01:23.581126Z,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,2.3,3461,1126,0.0,,,,0
363,Leoni,Giovanni Leoni,LIV,Liverpool,DEF,4.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.596909Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,105,0.0,,,,0
364,Tsimikas,Kostas Tsimikas,LIV,Liverpool,DEF,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,121,69,0.0,,,,0
365,Ramsay,Calvin Ramsay,LIV,Liverpool,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,273,257,0.0,,,,0
366,Wirtz,Florian Wirtz,LIV,Liverpool,MID,7.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,12.7,6597,4630,0.0,3,2,4,0
367,Gakpo,Cody Gakpo,LIV,Liverpool,MID,7.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,3.6,2544,1974,0.0,2,,3,0
368,Szoboszlai,Dominik Szoboszlai,LIV,Liverpool,MID,7.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,41.7,18389,8378,0.0,1,1,2,0
369,Ngumoha,Rio Ngumoha,LIV,Liverpool,MID,6.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2,1040,1148,0.0,,,,0
370,Chiesa,Federico Chiesa,LIV,Liverpool,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,208,263,0.0,,,,0
